Software Results;Hardware Results
0.996134;0.000000
-0.236972;-0.937500
-0.999638;-1.000000
-0.999999;-1.000000
-0.999974;-1.000000
-0.995506;-1.000000
-0.984575;-0.687500
-0.824196;0.875000
0.735998;0.875000
0.973618;0.187500
0.982938;-1.000000
-0.994909;-1.000000
-0.999997;-1.000000
-1.000000;-1.000000
-0.999999;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.998986;-1.000000
-1.000000;-1.000000
-0.999303;-0.750000
-0.998611;-1.000000
-0.954916;-1.000000
0.198899;-0.812500
0.948074;-0.937500
0.952593;-0.937500
0.313128;-0.937500
-0.932170;-1.000000
-0.999729;-1.000000
-0.999912;-1.000000
-0.989676;-1.000000
-0.970416;-0.750000
-0.061816;1.000000
0.744522;1.000000
0.898606;0.937500
0.979284;-0.375000
0.545774;-1.000000
-0.999845;-1.000000
-0.999997;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.986233;-0.937500
-1.000000;-1.000000
-0.995812;-1.000000
-0.901759;-1.000000
-0.982010;-1.000000
-0.232777;-0.875000
0.845271;0.562500
0.952252;0.625000
0.772932;-0.812500
-0.359691;-0.875000
-0.992627;-1.000000
-0.996536;-1.000000
-0.933124;-0.937500
-0.330662;-0.437500
-0.522844;0.250000
0.937117;1.000000
0.993440;1.000000
0.966511;-0.062500
0.808346;-1.000000
-0.894497;-1.000000
-0.999734;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999996;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999992;-1.000000
-1.000000;-1.000000
-0.999997;-1.000000
-1.000000;-1.000000
-0.976805;-0.937500
-0.900310;-0.437500
0.302806;-0.625000
0.938401;0.375000
0.975919;0.750000
0.923629;0.875000
-0.136202;-0.812500
-0.908389;-0.875000
-0.902096;-0.812500
-0.507001;-0.875000
0.104090;0.812500
0.650576;0.812500
0.592325;0.937500
0.998736;1.000000
0.999784;1.000000
0.908357;-0.875000
-0.557082;-1.000000
-0.999404;-1.000000
-0.999993;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999992;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999774;-1.000000
0.273483;-1.000000
-0.869211;-1.000000
-0.800928;-1.000000
0.964025;0.437500
0.981808;0.937500
0.904056;0.437500
0.187120;0.437500
0.394365;1.000000
0.814276;0.937500
0.898724;0.937500
0.981683;1.000000
0.997651;1.000000
0.963431;1.000000
0.968765;1.000000
0.999658;1.000000
0.991010;0.625000
-0.666903;-1.000000
-0.999994;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999999;-1.000000
-0.999975;-1.000000
-0.999983;-1.000000
-0.999976;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999720;-1.000000
-0.987516;-1.000000
-0.823658;-1.000000
0.893219;-0.625000
0.900744;-0.750000
0.728983;0.375000
0.596167;0.687500
0.796958;0.812500
0.971814;1.000000
0.803761;0.687500
0.989227;1.000000
0.939767;1.000000
0.712852;1.000000
0.712579;0.687500
-0.801869;-1.000000
-0.993711;-1.000000
-0.999991;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999989;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999995;-1.000000
-1.000000;-1.000000
-0.985528;-1.000000
-0.928762;-1.000000
0.802122;-0.812500
0.515773;-0.875000
0.651851;-1.000000
0.795905;0.000000
0.978166;0.312500
0.839852;0.750000
0.325260;0.187500
-0.347629;0.500000
-0.791547;0.625000
-0.999231;-1.000000
-0.999868;-1.000000
-0.999991;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999999;-1.000000
-1.000000;-1.000000
-0.999999;-1.000000
-0.999998;-1.000000
-1.000000;-1.000000
-0.999758;-1.000000
-0.999882;-1.000000
-0.928565;-1.000000
-0.575902;-1.000000
0.234721;-0.812500
0.310527;-0.812500
0.770323;-0.375000
0.608863;-0.687500
-0.889987;-0.875000
-0.980368;-0.812500
-0.999482;-0.750000
-0.999998;-1.000000
-0.999990;-1.000000
-0.999975;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999994;-1.000000
-1.000000;-1.000000
-0.999991;-1.000000
-1.000000;-1.000000
-0.999969;-1.000000
-1.000000;-1.000000
-0.999741;-1.000000
-0.999889;-1.000000
-0.995984;-1.000000
-0.446861;-1.000000
-0.880509;-0.875000
-0.849937;-0.312500
-0.958820;-0.875000
-0.999779;-1.000000
-0.999995;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999997;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999474;-0.937500
-0.999997;-1.000000
-0.999907;-1.000000
-0.993988;-0.937500
-0.999182;-0.875000
-0.999991;-1.000000
-0.999996;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999980;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999976;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999998;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999953;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.998952;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.991070;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999999;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999996;-1.000000
-0.998702;-1.000000
-0.999999;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999999;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999988;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999952;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999914;-1.000000
-1.000000;-1.000000
-0.999971;-1.000000
-0.999984;-1.000000
-1.000000;-1.000000
-0.999957;-1.000000
0.427710;-1.000000
0.998370;0.687500
0.995540;1.000000
0.967806;1.000000
0.941786;1.000000
-0.391720;0.125000
0.996755;0.812500
0.997730;0.937500
0.999385;1.000000
0.999471;1.000000
0.899044;-0.562500
-0.707455;-1.000000
-0.985579;-1.000000
-0.352835;-1.000000
-0.991033;-1.000000
-0.999999;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999982;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999984;-1.000000
-0.999999;-0.687500
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999900;-1.000000
-0.840128;-1.000000
-0.542158;-1.000000
-0.139696;-0.937500
0.944543;-0.375000
0.990084;0.937500
0.999986;1.000000
0.999448;1.000000
0.999608;1.000000
0.999579;1.000000
0.954636;-0.875000
-0.336017;-1.000000
0.675462;-1.000000
-0.774363;-1.000000
-0.999345;-1.000000
-0.999999;-1.000000
-0.999999;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999743;0.937500
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.985775;-1.000000
-0.985382;-1.000000
-0.993578;-1.000000
-0.956479;-1.000000
-0.484381;-0.250000
0.859204;1.000000
-0.969696;1.000000
-0.245872;1.000000
0.926111;1.000000
0.901267;1.000000
0.222887;-1.000000
0.907152;-1.000000
-0.894533;-1.000000
-0.996865;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999999;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999823;-1.000000
-0.960446;-1.000000
-0.999862;-1.000000
-0.999700;-1.000000
-0.999924;-1.000000
-0.999997;-1.000000
-0.999995;-0.937500
-0.999499;1.000000
-0.969980;1.000000
-0.476334;1.000000
0.541906;-1.000000
0.846590;-1.000000
-0.962423;-1.000000
-0.999992;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999997;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999987;-1.000000
-0.999946;-1.000000
-0.999980;-1.000000
-0.999837;-1.000000
-0.999995;-1.000000
-1.000000;-1.000000
-0.999999;-1.000000
-0.999941;0.312500
-0.999062;1.000000
-0.677726;1.000000
0.179074;-1.000000
0.521434;-1.000000
-0.500959;-1.000000
-0.999285;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999996;-1.000000
-1.000000;-1.000000
-0.999999;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999998;-1.000000
-0.999320;1.000000
0.010590;1.000000
0.499809;-0.937500
0.957621;-1.000000
-0.413161;-1.000000
-0.999906;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999998;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999961;-1.000000
-0.998169;1.000000
0.609897;1.000000
0.990705;1.000000
0.975114;-0.875000
-0.445514;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999931;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999997;-1.000000
-0.999984;-1.000000
-0.999702;-1.000000
-0.999324;-1.000000
-0.979578;0.812500
0.216717;1.000000
0.990691;1.000000
0.195688;-1.000000
-0.998481;-1.000000
-0.999952;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999998;-1.000000
-0.999999;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-0.062500
-0.999995;-0.937500
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999952;-1.000000
-0.995413;-1.000000
-0.999994;-1.000000
-0.999953;-1.000000
-0.999873;-1.000000
-0.993124;-1.000000
-0.983018;-1.000000
-0.775072;0.687500
0.960031;1.000000
0.998396;1.000000
-0.842533;0.812500
-0.984270;-1.000000
-0.985312;-1.000000
-0.999851;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999991;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999994;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999997;-1.000000
-0.998314;-1.000000
-0.999982;-1.000000
-0.999341;-1.000000
-0.940162;-1.000000
-0.957163;-1.000000
-0.949701;-1.000000
0.594215;-0.062500
0.766510;1.000000
0.998842;1.000000
0.746796;1.000000
-0.987559;-1.000000
-0.999438;-1.000000
-0.999964;-1.000000
-0.918928;-1.000000
-0.999991;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999999;-1.000000
-0.972206;-1.000000
0.730997;-1.000000
0.855526;-0.937500
0.086466;0.812500
0.572105;1.000000
0.979307;1.000000
-0.916761;-1.000000
-0.999470;-1.000000
-0.945007;-1.000000
-0.999935;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999976;-0.687500
-1.000000;-1.000000
-0.999145;1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999998;-1.000000
-0.999964;-1.000000
0.121096;-1.000000
-0.777612;-1.000000
-0.864344;-0.937500
-0.795053;-0.750000
-0.715917;0.062500
-0.999989;-1.000000
-0.999926;-1.000000
-0.999950;-1.000000
-0.999712;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999967;-1.000000
-0.999993;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999624;-1.000000
-0.999992;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.998778;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999966;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999991;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999938;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999992;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999999;-1.000000
-0.999997;-1.000000
-0.999999;-1.000000
-0.982048;-0.937500
0.975386;1.000000
0.998691;1.000000
0.878733;1.000000
-0.986173;1.000000
-0.998983;-0.125000
-0.999992;-1.000000
-0.999985;-1.000000
-0.999994;-1.000000
-0.999962;-1.000000
-0.997769;-1.000000
-0.996602;-1.000000
-0.729337;0.937500
0.851815;0.937500
0.995073;-0.187500
0.751271;-1.000000
-0.996966;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999997;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999999;-1.000000
-0.970664;-0.875000
0.979728;1.000000
0.997903;1.000000
0.292014;1.000000
-0.979109;0.937500
-0.985663;0.750000
-0.999319;-0.500000
-0.998987;-0.812500
-0.999963;-1.000000
-0.999999;-1.000000
-0.999958;-1.000000
-0.999871;-1.000000
-0.996417;0.187500
0.363692;0.937500
0.991175;-0.687500
0.590552;-1.000000
-0.998692;-1.000000
-0.999773;-1.000000
-0.999997;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999959;-1.000000
-0.989515;-1.000000
0.981192;0.750000
0.999469;1.000000
0.179463;0.937500
-0.994139;-0.812500
-0.997913;-1.000000
-0.999982;-1.000000
-0.999880;-1.000000
-0.999999;-1.000000
-0.999999;-1.000000
-0.999993;-1.000000
-0.999945;-0.187500
-0.992527;0.937500
0.799780;0.937500
0.979610;-1.000000
0.968000;-1.000000
-0.971473;-1.000000
-0.998578;-1.000000
-0.998825;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.946377;-0.937500
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999984;-1.000000
0.661416;-0.250000
0.998226;0.937500
0.985638;0.812500
-0.994251;-1.000000
-0.999928;-1.000000
-0.999942;-1.000000
-0.999982;-1.000000
-0.999999;-1.000000
-1.000000;-1.000000
-0.999999;-1.000000
-0.999981;0.875000
-0.984348;0.937500
0.755935;0.687500
0.741158;-1.000000
-0.541742;-1.000000
-0.992981;-1.000000
-0.997992;-1.000000
-0.999998;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999959;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999996;-1.000000
0.315540;-0.375000
0.985385;0.750000
0.088861;-0.875000
-0.997521;-1.000000
-0.999710;-1.000000
-0.998310;-1.000000
-0.999999;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999998;-0.687500
-0.999574;1.000000
-0.816017;0.812500
0.822351;0.437500
0.857983;-1.000000
-0.768562;-1.000000
-0.999096;-1.000000
-0.999943;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999966;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.995709;-1.000000
0.938715;1.000000
0.632004;-0.687500
-0.344279;-1.000000
-0.988583;-1.000000
-0.998990;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999978;-1.000000
-0.997267;0.875000
-0.631579;1.000000
0.349054;0.812500
0.944816;0.062500
0.909041;-1.000000
-0.787631;-1.000000
-0.989687;-1.000000
-0.999826;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.989276;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999212;-1.000000
0.837678;-1.000000
0.733856;-1.000000
-0.193811;-1.000000
0.064387;-1.000000
-0.984810;-1.000000
-0.999981;-1.000000
-0.999981;-1.000000
-0.998214;-0.125000
-0.853052;1.000000
0.949243;1.000000
0.958121;0.812500
0.866725;-0.125000
-0.284662;-1.000000
-0.975238;-1.000000
-0.999011;-1.000000
-0.999906;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999990;-1.000000
-0.946000;-1.000000
0.884952;-1.000000
0.973312;-1.000000
0.308891;-1.000000
0.274084;-1.000000
-0.416720;-0.937500
-0.308069;0.000000
-0.493092;0.937500
-0.078844;1.000000
0.786822;1.000000
0.951544;1.000000
-0.632811;-1.000000
-0.999821;-1.000000
-0.999690;-1.000000
-1.000000;-1.000000
-0.999979;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999916;-1.000000
-0.544685;-1.000000
0.949058;-1.000000
0.747753;-1.000000
0.730837;-0.875000
0.628013;0.187500
0.628704;0.875000
0.713666;1.000000
0.483131;1.000000
0.816797;0.937500
0.779898;1.000000
-0.999953;-1.000000
-0.999993;-1.000000
-0.999999;-1.000000
-0.999978;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999461;-1.000000
-0.238961;-1.000000
0.627290;-1.000000
0.990697;0.125000
0.995000;0.875000
0.993491;1.000000
0.920329;1.000000
0.191629;1.000000
-0.385385;0.500000
-0.996984;-0.812500
-0.999520;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999905;-1.000000
-0.999998;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999959;-1.000000
-0.989022;-1.000000
-0.698480;-1.000000
-0.922827;-0.937500
0.554718;0.812500
0.860487;1.000000
0.046889;1.000000
-0.946921;0.875000
-0.987228;-0.062500
-0.997118;-0.500000
-0.999994;-1.000000
-0.999999;-1.000000
-0.999979;-1.000000
-0.993309;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999997;-1.000000
-0.999986;-1.000000
-0.997155;-1.000000
-0.999696;-1.000000
-0.996039;-0.812500
-0.999792;-1.000000
-0.999984;-0.937500
-1.000000;-1.000000
-0.999999;-1.000000
-1.000000;-1.000000
-0.999965;-1.000000
-1.000000;-1.000000
-0.999775;-1.000000
-0.999920;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999994;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999986;-1.000000
-0.999999;-1.000000
-1.000000;-1.000000
-0.999937;-0.875000
-0.999998;-1.000000
-1.000000;-1.000000
-0.999469;-1.000000
-0.998495;-1.000000
-0.997192;-0.875000
-0.992600;1.000000
-0.862938;1.000000
-0.489689;0.687500
-0.959233;-0.875000
-0.865097;-1.000000
-0.951946;-0.812500
-0.674128;-0.812500
0.071602;0.812500
-0.941626;-1.000000
-0.998989;-1.000000
-0.999988;-1.000000
-0.999449;-1.000000
-0.999996;-1.000000
-0.999999;-1.000000
-0.999910;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999801;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999412;-1.000000
-0.999816;-1.000000
-0.999994;-0.125000
-1.000000;-1.000000
-0.999990;-1.000000
-0.999676;-1.000000
-0.999020;-1.000000
-0.999875;-1.000000
-0.999124;-1.000000
-0.991758;-1.000000
-0.915842;-1.000000
-0.827512;-1.000000
0.612880;0.937500
0.755880;1.000000
-0.009467;1.000000
-0.513306;-0.437500
-0.960768;-1.000000
-0.999920;-1.000000
-0.999996;-1.000000
-0.999999;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.998629;-1.000000
-0.999993;-1.000000
-1.000000;-1.000000
