Software Results;Hardware Results
-1.000000;-1.000000
-0.999657;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999999;-1.000000
-1.000000;-1.000000
-0.999999;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999982;-1.000000
-0.999990;-1.000000
-0.999636;-1.000000
-0.999021;-1.000000
-0.991226;-1.000000
0.744293;-1.000000
0.945910;0.875000
-0.846263;0.937500
-0.999916;-0.687500
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999983;-1.000000
-0.999999;-1.000000
-0.997175;-1.000000
-0.993141;-1.000000
-0.704129;-1.000000
0.910133;-1.000000
0.790940;0.437500
-0.995817;0.812500
-0.999989;-0.875000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999995;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999877;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999952;-1.000000
-0.996251;-1.000000
-0.291292;-1.000000
0.935886;-1.000000
0.836828;-0.875000
-0.637461;0.125000
-0.998439;-0.250000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999786;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999921;-0.937500
-1.000000;-1.000000
-1.000000;-1.000000
-0.999867;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.996925;-1.000000
-0.986380;-1.000000
0.525467;-1.000000
0.925458;-1.000000
0.650491;-1.000000
-0.974742;0.000000
-0.999869;-0.312500
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999999;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999603;-1.000000
-0.966029;-1.000000
-0.682070;-1.000000
0.758325;-1.000000
0.828855;-1.000000
-0.552594;-1.000000
-0.913119;-0.812500
-0.999721;-0.812500
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999937;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999999;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999998;-1.000000
-0.999997;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.979360;-1.000000
-0.998832;-1.000000
-0.999977;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999889;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999898;-1.000000
-0.999998;-1.000000
-0.999939;-1.000000
0.543942;0.875000
0.998444;1.000000
0.938763;1.000000
-0.486633;0.625000
-0.959564;-1.000000
-0.986583;-1.000000
-0.994411;-1.000000
-0.982166;-1.000000
-0.999254;-0.875000
-0.999807;-0.875000
-0.998074;-0.812500
-0.207189;-1.000000
-0.408059;-1.000000
-0.908378;-1.000000
-0.996207;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999987;-1.000000
-0.999946;-1.000000
-0.999414;-1.000000
0.870565;-0.937500
0.999721;1.000000
0.961474;1.000000
0.049956;1.000000
-0.970446;0.687500
-0.449406;1.000000
-0.784540;0.812500
-0.699978;-0.250000
-0.999312;-0.812500
-0.999949;-1.000000
-0.984528;-1.000000
-0.797073;-1.000000
0.872074;-1.000000
-0.996806;-1.000000
-0.896079;-1.000000
-0.999995;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999999;-1.000000
-0.995210;-1.000000
0.848395;-1.000000
0.993777;-0.687500
0.997902;0.937500
0.146421;0.687500
0.621473;1.000000
0.986646;1.000000
0.934581;1.000000
0.896562;1.000000
0.925527;1.000000
-0.361802;0.875000
-0.956445;0.250000
-0.946751;-1.000000
-0.849868;-1.000000
0.546080;-1.000000
-0.983979;-1.000000
-0.999832;-1.000000
-0.999827;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.998022;-1.000000
0.939268;-0.937500
0.998909;0.687500
0.978162;0.250000
0.790407;1.000000
0.868287;1.000000
0.993976;1.000000
0.910730;1.000000
0.712069;1.000000
0.911711;1.000000
0.327180;1.000000
-0.921230;0.875000
-0.653878;-1.000000
-0.917525;-1.000000
-0.489006;-1.000000
-0.997238;-1.000000
-0.999177;-1.000000
-0.999935;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.979320;-1.000000
0.804454;-0.812500
0.995124;0.437500
0.997882;0.937500
0.554494;0.437500
0.973883;1.000000
0.986418;1.000000
0.951568;1.000000
0.443453;1.000000
0.940466;1.000000
-0.513101;1.000000
0.195414;1.000000
-0.753925;-1.000000
-0.301157;-1.000000
-0.801647;-1.000000
-0.955963;-1.000000
-0.999887;-1.000000
-0.999988;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999999;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.998570;-1.000000
-0.095230;0.937500
0.964802;0.937500
0.999794;1.000000
0.883913;0.625000
0.773473;1.000000
0.999677;1.000000
0.999136;1.000000
0.994126;1.000000
0.999594;1.000000
0.995869;1.000000
-0.005888;-0.062500
-0.835202;-1.000000
-0.840823;-1.000000
-0.979311;-1.000000
-0.759841;-1.000000
-0.995663;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999973;-1.000000
-0.993949;-0.875000
-0.418630;1.000000
0.566584;0.937500
0.978810;1.000000
0.999148;1.000000
1.000000;1.000000
0.999998;1.000000
0.999963;1.000000
0.999947;1.000000
0.993094;0.875000
0.650167;-0.625000
-0.905155;-1.000000
-0.984820;-1.000000
-0.990101;-1.000000
-0.131234;-1.000000
-0.999209;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999999;-1.000000
-0.999999;-1.000000
-0.999150;-1.000000
-0.564694;0.937500
0.891891;0.937500
0.841956;0.812500
0.999891;1.000000
1.000000;1.000000
1.000000;1.000000
0.999978;1.000000
0.627706;-0.062500
0.840413;-0.375000
-0.914370;-1.000000
-0.970636;-1.000000
-0.999996;-1.000000
-0.997599;-1.000000
-1.000000;-1.000000
-0.999998;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999999;-1.000000
-0.999897;-1.000000
-0.987794;-0.937500
0.777584;0.750000
-0.349831;0.562500
0.514005;0.500000
0.991139;1.000000
0.825517;1.000000
-0.609796;0.875000
-0.968682;-0.750000
-0.997487;-1.000000
-0.999998;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999971;-1.000000
-0.999999;-1.000000
-1.000000;-1.000000
-0.999872;-1.000000
-1.000000;-1.000000
-0.999950;-1.000000
-1.000000;-1.000000
-0.999941;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999990;-1.000000
-0.998537;-1.000000
-0.997624;-1.000000
-0.999935;-1.000000
-0.999947;-1.000000
-0.999817;-0.812500
-0.999942;-0.875000
-0.999991;-1.000000
-0.999994;-1.000000
-0.999998;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999969;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999991;-1.000000
-0.999999;-1.000000
-0.999995;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999999;-1.000000
-0.999841;-1.000000
-0.998839;-1.000000
-0.999708;-1.000000
-0.999855;-0.875000
-0.992868;-0.562500
-0.422307;0.875000
0.966724;0.750000
0.691884;0.125000
-0.892021;-1.000000
-0.996847;-1.000000
-0.999997;-1.000000
-0.999995;-1.000000
-0.999995;-1.000000
-0.999994;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999973;-1.000000
-1.000000;-1.000000
-0.999997;-1.000000
-0.999963;-1.000000
-1.000000;-1.000000
-0.999993;-1.000000
-0.999955;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999985;-1.000000
-0.999999;-1.000000
-0.999998;-1.000000
-0.999995;-1.000000
-0.996081;-1.000000
-0.594643;-0.937500
0.923701;0.812500
0.740334;1.000000
-0.964673;0.500000
-0.999966;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999889;-1.000000
-0.999951;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999947;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999996;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999897;-1.000000
-0.961755;-1.000000
-0.173717;-0.875000
0.918189;0.875000
-0.193354;1.000000
-0.995149;0.375000
-0.999889;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999869;-1.000000
-0.999999;-1.000000
-0.999995;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
0.915001;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999980;-1.000000
-1.000000;-1.000000
-0.999999;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999999;-1.000000
-0.999710;-1.000000
-0.839626;-1.000000
0.881369;-0.562500
0.884378;0.625000
-0.930426;1.000000
-0.999390;0.312500
-0.999974;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999968;-1.000000
-0.999951;-1.000000
-0.999999;-1.000000
-0.999996;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.998717;-1.000000
-0.998186;-1.000000
-0.999999;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999999;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999911;-1.000000
-0.718585;-1.000000
0.939734;-0.875000
0.464045;0.687500
-0.994842;0.500000
-0.999863;-0.687500
-0.999998;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999986;-1.000000
-0.999995;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999970;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.998550;-0.812500
-0.999996;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.997920;-1.000000
0.588930;-1.000000
0.986224;-0.937500
-0.702770;-0.562500
-0.992237;0.875000
-0.999933;0.187500
-0.999976;-1.000000
-0.999993;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999913;-1.000000
-0.999998;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999938;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999987;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999997;-1.000000
-0.964639;-1.000000
0.919257;-1.000000
0.950424;-1.000000
-0.290071;0.437500
-0.999213;1.000000
-0.999991;0.312500
-0.999998;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999996;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999953;-1.000000
-0.999921;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999997;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999991;-1.000000
-0.999930;-1.000000
-0.165736;-1.000000
0.935893;-1.000000
0.965121;-0.875000
-0.295642;0.750000
-0.997752;1.000000
-0.999971;0.687500
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999989;-1.000000
-0.999995;-1.000000
-1.000000;-1.000000
-0.999733;-1.000000
-1.000000;-1.000000
-0.999940;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999996;-1.000000
-0.999994;-1.000000
-0.999587;-1.000000
0.208757;-1.000000
0.471850;-1.000000
0.561890;-1.000000
-0.764631;-0.812500
-0.998219;0.937500
-0.999994;0.687500
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999996;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999989;-1.000000
-0.999997;-1.000000
-0.999979;-1.000000
-1.000000;-1.000000
-0.999903;-1.000000
-0.999992;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999364;-1.000000
-0.707803;-1.000000
0.568968;-1.000000
-0.011505;-1.000000
-0.909504;-0.875000
-0.999551;1.000000
-0.999999;-0.312500
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999906;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999938;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999998;-1.000000
-0.920830;-1.000000
-0.071900;-1.000000
-0.168421;-1.000000
-0.979652;-0.750000
-0.999993;0.437500
-1.000000;0.625000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.992836;-1.000000
-0.995018;-0.750000
-0.999997;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999962;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999994;-1.000000
-0.999017;-1.000000
-0.959717;-1.000000
-0.875477;-1.000000
-0.998068;-1.000000
-0.999995;-0.937500
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999997;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999999;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999978;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999997;-1.000000
-0.999019;-1.000000
-0.984337;-1.000000
-0.988309;-1.000000
-0.999798;-1.000000
-1.000000;-0.937500
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999999;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999999;-1.000000
-0.999938;-1.000000
-1.000000;-1.000000
-0.999923;-1.000000
-1.000000;-1.000000
-0.999998;-1.000000
-0.999998;-1.000000
-0.999015;-1.000000
-0.999941;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999997;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999908;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999999;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-1.000000;-1.000000
-0.999920;-1.000000
-0.999832;-1.000000
-0.999456;-1.000000
0.008935;-1.000000
0.928023;-0.562500
